id,name,price,age,line,station_name,minutes,layout,area,address,url
74996654,アンピールリーヴァス天神,4480,26,地下鉄七隈線,天神南,11,3LDK,74.75,福岡県福岡市中央区春吉１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74996654/
74692306,ダイアパレスプレッソけやき通り,4880,28,地下鉄七隈線,薬院大通,7,2LDK,65.76,福岡県福岡市中央区薬院２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74692306/
74606216,ライオンズタワー赤坂けやき通り,5000,17,地下鉄七隈線,桜坂,11,2LDK,60.05,福岡県福岡市中央区赤坂２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74606216/
74918209,アーティックス大濠,5280,20,地下鉄七隈線,六本松,10,3LDK,81.12,福岡県福岡市中央区鳥飼１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74918209/
75011369,ハウベスト赤坂けやき通り,5480,26,地下鉄七隈線,桜坂,10,3LDK,79.0,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_75011369/
72331375,平尾山荘ヒルズ,5680,27,地下鉄七隈線,薬院大通,13,4LDK,92.66,福岡県福岡市中央区平尾５,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72331375/
74942805,ラフォーレ赤坂ルネッサンス,5830,24,地下鉄七隈線,桜坂,9,2LDK,90.47,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74942805/
73880138,ラフォーレ赤坂ルネッサンス,5830,24,地下鉄七隈線,桜坂,7,2LDK,90.47,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73880138/
74808961,ザ・パークハウス桜坂サンリヤン,5980,6,地下鉄七隈線,桜坂,3,2LDK,62.55,福岡県福岡市中央区桜坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74808961/
74986473,ファーネスト平尾駅前レジスタ,6180,9,地下鉄七隈線,薬院,12,4LDK,86.26,福岡県福岡市中央区大宮２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74986473/
74888583,ザ・パークハウス桜坂サンリヤン,6380,6,地下鉄七隈線,桜坂,3,3LDK,73.6,福岡県福岡市中央区桜坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74888583/
74850545,ザ・パークハウス桜坂サンリヤン,6600,6,地下鉄七隈線,桜坂,3,3LDK,73.63,福岡県福岡市中央区桜坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74850545/
74629595,アプローズ薬院デュオイースト,7680,21,地下鉄七隈線,薬院大通,4,4LDK,100.14,福岡県福岡市中央区薬院２-7-29,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74629595/
74038618,パークホームズ警固本通り,7950,15,地下鉄七隈線,薬院大通,12,2LDK,93.66,福岡県福岡市中央区警固２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74038618/
73305821,プレミスト平尾１丁目,8340,10,西鉄天神大牟田線,薬院,3,3LDK,90.22,福岡県福岡市中央区平尾１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73305821/
75022078,大濠オドゥール,8480,26,地下鉄七隈線,六本松,12,3LDK,99.99,福岡県福岡市中央区大濠１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_75022078/
74947240,コアマンションけやき通りプレジオ,9980,22,地下鉄七隈線,六本松,10,4LDK,133.37,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74947240/
73748454,プレミスト大濠二丁目,12500,1,地下鉄七隈線,六本松,16,2LDK,82.33,福岡県福岡市中央区大濠２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73748454/
74595074,笹の台団地,600,50,地下鉄七隈線,桜坂,36,3DK,59.6,福岡県福岡市城南区長尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74595074/
72340748,笹の台団地１３号棟,760,49,地下鉄七隈線,桜坂,33,2LDK,63.75,福岡県福岡市城南区長尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_72340748/
74672885,グリーンマンション別府（地下鉄「別府」駅まで徒歩３分…,1100,46,地下鉄七隈線,別府,3,3LDK,66.87,福岡県福岡市城南区別府１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74672885/
74480218,ライオンズマンション大濠西,1380,38,地下鉄七隈線,別府,14,2DK,44.79,福岡県福岡市中央区鳥飼３-2-10,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74480218/
74494952,笹の台団地,1390,49,地下鉄七隈線,桜坂,35,3LDK,75.82,福岡県福岡市城南区長尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74494952/
74768746,ロワールマンション荒江,1399,42,地下鉄七隈線,別府,18,3LDK,67.71,福岡県福岡市早良区荒江２-7-10,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74768746/
74892270,トピレック博多,1490,50,ＪＲ鹿児島本線,博多,22,2LDK,52.25,福岡県福岡市博多区博多駅南６,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74892270/
74534964,エバーライフ博多駅南,1580,38,山陽新幹線,博多,28,4DK,71.24,福岡県福岡市博多区半道橋１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74534964/
74588506,パークハイム寺塚,1630,37,地下鉄七隈線,薬院大通,33,3LDK,72.23,福岡県福岡市南区寺塚２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74588506/
73270015,マンション鳥飼,1680,51,地下鉄七隈線,別府,11,2LDK,65.54,福岡県福岡市中央区鳥飼１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73270015/
74941834,アムール別府Ⅱ,1690,36,地下鉄七隈線,別府,10,3LDK,64.89,福岡県福岡市城南区別府７,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74941834/
74924088,笹の台住宅団地　2号棟,1698,50,地下鉄七隈線,桜坂,34,2LDK,54.67,福岡県福岡市城南区長尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74924088/
73830517,チサンマンション寺塚,1699,39,地下鉄七隈線,桜坂,41,4LDK,84.42,福岡県福岡市南区寺塚２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_73830517/
74882349,ローレルハイツ高宮,1710,51,地下鉄七隈線,薬院,24,2LDK,64.51,福岡県福岡市南区大楠３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74882349/
74739226,シティライフ博多駅東,1800,35,ＪＲ鹿児島本線,博多,16,3LDK,60.75,福岡県福岡市博多区東光２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74739226/
74969731,鳥飼リバーハイツ,1870,45,地下鉄七隈線,別府,12,2LDK,71.91,福岡県福岡市城南区鳥飼４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74969731/
73890954,鳥飼リバーハイツ,1870,45,地下鉄七隈線,別府,10,2LDK,71.91,福岡県福岡市城南区鳥飼４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_73890954/
74983042,ダイアパレス植物園南、壱番館,1880,36,地下鉄七隈線,桜坂,20,3LDK,65.8,福岡県福岡市中央区小笹５,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74983042/
74941780,スカイタウン寺塚住宅 25号棟,1890,44,地下鉄七隈線,薬院大通,34,4LDK,96.12,福岡県福岡市南区寺塚２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74941780/
74573602,小笹コーポ,1900,46,地下鉄七隈線,桜坂,27,2LDK,60.41,福岡県福岡市中央区小笹１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74573602/
73369625,シャンボール桜坂,1920,50,地下鉄七隈線,桜坂,5,2LDK,51.93,福岡県福岡市中央区古小烏町,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73369625/
74161390,東峰マンション・ダーリングヒル友泉亭,1990,32,地下鉄七隈線,別府,27,2LDK,68.2,福岡県福岡市城南区友泉亭,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74161390/
73858406,東峰マンション・ダーリングヒル友泉亭,1990,32,地下鉄七隈線,別府,27,2LDK,68.2,福岡県福岡市城南区友泉亭,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_73858406/
73846943,東峰マンション・ダーリングヒル友泉亭,1990,32,地下鉄七隈線,別府,27,2LDK,68.2,福岡県福岡市城南区友泉亭,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_73846943/
74503838,東峰マンション博多駅東,2080,39,ＪＲ鹿児島本線,博多,13,2LDK,51.4,福岡県福岡市博多区比恵町,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74503838/
73806646,笹丘パーク・マンション,2090,29,地下鉄七隈線,桜坂,35,3LDK,69.07,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73806646/
73920328,コープ野村平尾山荘　中古マンション,2090,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73920328/
74181896,コープ野村平尾山荘,2090,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74181896/
73806195,コープ野村平尾山荘,2090,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73806195/
72994369,笹丘パーク・マンション,2090,29,地下鉄七隈線,六本松,30,3LDK,69.07,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72994369/
74042971,笹丘パーク・マンション,2090,29,地下鉄七隈線,桜坂,35,3LDK,69.07,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74042971/
74814050,リーベスト小笹,2130,29,地下鉄七隈線,桜坂,22,3LDK,71.15,福岡県福岡市中央区小笹４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74814050/
72118076,リーベスト小笹,2130,28,地下鉄七隈線,桜坂,22,3LDK,71.15,福岡県福岡市中央区小笹４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72118076/
74117230,東峰マンション大濠,2190,47,地下鉄七隈線,六本松,15,2LDK,72.9,福岡県福岡市中央区鳥飼１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74117230/
74160751,コープ野村平尾山荘,2190,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74160751/
74725006,コープ野村平尾山荘,2190,46,地下鉄七隈線,薬院大通,13,3LDK,73.65,福岡県福岡市中央区山荘通３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74725006/
74692876,コアマンション博多ステーションプラザ,2198,29,ＪＲ鹿児島本線,博多,14,3LDK,64.25,福岡県福岡市博多区堅粕４-16-18,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74692876/
74713934,ホワイトキャッスル城南,2200,36,地下鉄七隈線,別府,15,3LDK,71.96,福岡県福岡市城南区茶山６,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74713934/
73388824,コアマンション小笹2,2248,28,地下鉄七隈線,桜坂,34,3LDK,70.76,福岡県福岡市中央区小笹１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73388824/
74839798,サンハイツ平尾,2270,50,地下鉄七隈線,薬院,13,2LDK,61.51,福岡県福岡市中央区平尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74839798/
74969354,サンハイツ平尾,2270,41,地下鉄七隈線,薬院大通,13,2LDK,56.68,福岡県福岡市中央区平尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74969354/
74400768,藤和西新コープ,2280,47,地下鉄七隈線,別府,17,2LDK+S（納戸）,77.66,福岡県福岡市早良区城西２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74400768/
73952356,藤和西新コープ,2280,47,地下鉄七隈線,別府,16,2LDK+S（納戸）,77.66,福岡県福岡市早良区城西２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_73952356/
74971466,エバーライフ住吉,2280,39,地下鉄空港線,博多,13,2DK,48.6,福岡県福岡市博多区住吉４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74971466/
74316026,グランピア荒江　中古マンション,2290,44,地下鉄七隈線,別府,18,3LDK,80.77,福岡県福岡市早良区荒江２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74316026/
73895745,ミリオンコーポラスニュー白亜館,2290,44,西鉄天神大牟田線,薬院,15,2LDK,68.04,福岡県福岡市中央区清川２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73895745/
73921318,ミリオンコーポラスニュー白亜館,2290,44,西鉄天神大牟田線,薬院,15,2LDK,68.04,福岡県福岡市中央区清川２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73921318/
73806012,平尾パインマンション,2299,44,地下鉄七隈線,薬院大通,19,3LDK,74.77,福岡県福岡市中央区平尾５,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73806012/
74216477,ライオンズマンション城南,2350,37,地下鉄七隈線,別府,12,2LDK,77.5,福岡県福岡市城南区荒江１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74216477/
74734598,ロイヤルマンション荒江,2380,39,地下鉄七隈線,別府,14,3LDK,66.96,福岡県福岡市城南区荒江１-18-5,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74734598/
74840110,ロイヤルマンション荒江,2380,39,地下鉄七隈線,別府,14,3LDK,66.96,福岡県福岡市城南区荒江１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74840110/
74344489,ロイヤルマンション荒江,2380,39,地下鉄七隈線,別府,13,3LDK,66.96,福岡県福岡市城南区荒江１-18-5,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74344489/
74723531,シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74723531/
73663743,シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３-16-6,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73663743/
73673973,シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３-16-6,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73673973/
74899935,シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74899935/
74833215,ミリオンコーポラスニュー白亜館,2390,44,地下鉄七隈線,薬院,14,2LDK,68.04,福岡県福岡市中央区清川２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74833215/
73976572,シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73976572/
74162725,シャンボール大濠,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74162725/
74572208,ライオンズマンション平尾,2399,45,西鉄天神大牟田線,薬院,14,2LDK,52.75,福岡県福岡市中央区平尾２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74572208/
74370220,シャンボール大濠,2498,46,地下鉄七隈線,別府,14,2LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74370220/
74858131,パークハイム薬院,2580,45,地下鉄七隈線,薬院大通,4,3LDK+S（納戸）,71.17,福岡県福岡市中央区薬院２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74858131/
74086830,グランドール小笹,2580,32,地下鉄七隈線,桜坂,28,3LDK,93.35,福岡県福岡市中央区小笹３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74086830/
74907776,エクセレンス谷,2580,45,地下鉄七隈線,六本松,6,3LDK,66.68,福岡県福岡市中央区谷１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74907776/
74771964,サーパス小笹第２,2680,25,地下鉄七隈線,六本松,23,3LDK,73.66,福岡県福岡市中央区小笹４-13-42,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74771964/
74525951,アムール東那珂,2680,26,山陽新幹線,博多,37,3LDK,75.97,福岡県福岡市博多区東那珂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74525951/
74383425,高宮パークマンション,2690,46,西鉄天神大牟田線,薬院,24,4LDK,85.98,福岡県福岡市南区高宮２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74383425/
74379168,高宮パークマンション,2690,46,地下鉄七隈線,薬院,23,4LDK,85.98,福岡県福岡市南区高宮２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74379168/
74890030,ロマネスク大名,2698,37,地下鉄七隈線,薬院大通,12,2LDK,57.96,福岡県福岡市中央区大名１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74890030/
74929475,ロマネスク大名,2698,37,地下鉄七隈線,薬院大通,12,2LDK,57.96,福岡県福岡市中央区大名１-4-24,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74929475/
73200935,サンリヤン長丘,2699,18,地下鉄七隈線,桜坂,43,3LDK,72.0,福岡県福岡市南区長丘２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_73200935/
74882339,サンリヤン長丘,2699,18,地下鉄七隈線,桜坂,42,3LDK,21.78,福岡県福岡市南区長丘２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74882339/
74453611,サンリヤン長丘,2699,18,地下鉄七隈線,桜坂,40,3LDK,72.0,福岡県福岡市南区長丘２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74453611/
74780178,サンリヤン長丘,2699,18,地下鉄七隈線,薬院大通,37,3LDK,72.0,福岡県福岡市南区長丘２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74780178/
74387026,サンリヤン長丘,2699,18,地下鉄七隈線,桜坂,43,3LDK,72.0,福岡県福岡市南区長丘２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74387026/
73624928,サンリヤン長丘,2699,18,地下鉄七隈線,桜坂,43,3LDK,72.0,福岡県福岡市南区長丘２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_73624928/
73523991,サンリヤン長丘,2699,18,地下鉄七隈線,桜坂,43,3LDK,72.0,福岡県福岡市南区長丘２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_73523991/
74880377,ロイヤルマンション浄水　中古マンション,2780,42,地下鉄七隈線,薬院大通,4,2LDK,63.77,福岡県福岡市中央区薬院４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74880377/
74977324,サンライフ六本松,2780,40,地下鉄七隈線,六本松,4,2LDK,60.48,福岡県福岡市中央区草香江２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74977324/
74447933,コアマンション小笹,2780,29,地下鉄七隈線,桜坂,24,4LDK,81.35,福岡県福岡市中央区小笹３-6-16,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74447933/
75009820,サンライフ六本松,2780,40,地下鉄七隈線,六本松,3,2LDK,60.48,福岡県福岡市中央区草香江２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_75009820/
74700284,祖原公園ハウス　中古マンション,2790,41,地下鉄七隈線,別府,20,2LDK,66.62,福岡県福岡市早良区祖原,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74700284/
74964478,古河平丘台マンション,2880,53,地下鉄七隈線,薬院大通,12,2LDK+S（納戸）,100.29,福岡県福岡市中央区平尾３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74964478/
74951473,ホワイティ薬院,2880,49,西鉄天神大牟田線,薬院,3,2LDK,68.67,福岡県福岡市中央区薬院１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74951473/
74850544,ファーネスト荒江,2980,27,地下鉄七隈線,別府,18,3LDK,65.5,福岡県福岡市早良区荒江２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74850544/
73832849,ロイヤルマンション西新Ⅱ,2980,29,地下鉄七隈線,別府,21,3LDK,63.52,福岡県福岡市早良区祖原,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_73832849/
74900124,ライオンズマンション六本松　中古マンション,2990,38,地下鉄七隈線,桜坂,5,3LDK,70.29,福岡県福岡市中央区谷１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74900124/
73070446,ダイアパレスグランステージ博多,2990,28,ＪＲ鹿児島本線,博多,17,2LDK,63.1,福岡県福岡市博多区美野島２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_73070446/
74571628,ライオンズマンション六本松,2990,31,地下鉄七隈線,桜坂,7,3LDK,70.29,福岡県福岡市中央区谷１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74571628/
74726080,ライオンズマンション六本松,2990,38,地下鉄七隈線,桜坂,6,3LDK,70.29,福岡県福岡市中央区谷１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74726080/
74328964,グリーンマンション西新,2999,37,地下鉄七隈線,別府,19,3LDK,66.67,福岡県福岡市早良区祖原,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74328964/
75005295,サンシャイン高宮駅前,3098,29,地下鉄七隈線,薬院,29,3LDK,64.15,福岡県福岡市南区野間１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_75005295/
74855321,第参参プリンスマンション城南,3198,38,地下鉄七隈線,別府,3,2LDK,65.65,福岡県福岡市城南区別府１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74855321/
74249250,シティマンション大名,3200,37,地下鉄七隈線,薬院大通,12,3LDK,64.98,福岡県福岡市中央区大名１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74249250/
74770207,エンゼルハイム大濠公園南,3200,34,地下鉄七隈線,別府,4,2LDK,69.03,福岡県福岡市城南区鳥飼６,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74770207/
74476175,サーパス別府,3330,38,地下鉄七隈線,別府,4,3LDK,68.26,福岡県福岡市城南区別府３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74476175/
74859257,ダイアパレスグラン・ステージ博多　内装リフォーム済,3380,28,地下鉄空港線,博多,14,3LDK,63.1,福岡県福岡市博多区美野島２-7-16,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74859257/
74999189,クリオラヴェルディ博多,3390,5,ＪＲ鹿児島本線,博多,13,2LDK,43.36,福岡県福岡市博多区比恵町13-9,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74999189/
74838280,リファレンス天神南,3498,22,西鉄天神大牟田線,薬院,17,3LDK,62.44,福岡県福岡市中央区清川２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74838280/
73962941,リファレンス天神南,3498,22,地下鉄七隈線,天神南,22,3LDK,62.44,福岡県福岡市中央区清川２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73962941/
73916726,リファレンス天神南,3498,22,地下鉄七隈線,薬院,17,3LDK,62.44,福岡県福岡市中央区清川２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73916726/
73441429,ソピア大濠西,3580,25,地下鉄七隈線,別府,15,2LDK+S（納戸）,69.33,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73441429/
74525953,パロスリバーコート博多壱番館,3680,26,ＪＲ鹿児島本線,博多,28,3LDK,73.56,福岡県福岡市博多区美野島４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74525953/
72086502,東峰マンション渡辺通,3698,38,地下鉄七隈線,薬院,10,3LDK,74.94,福岡県福岡市中央区春吉２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72086502/
73963505,東峰マンション渡辺通,3698,38,地下鉄七隈線,天神南,9,3LDK,70.98,福岡県福岡市中央区春吉２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73963505/
74478541,東峰マンション渡辺通,3698,38,地下鉄七隈線,天神南,9,3LDK,70.98,福岡県福岡市中央区春吉２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74478541/
73180048,東峰マンション渡辺通,3698,38,地下鉄七隈線,天神南,7,3LDK,70.98,福岡県福岡市中央区春吉２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73180048/
74105174,グランフォーレ荒江サウステラス,3699,9,地下鉄七隈線,別府,24,3LDK,78.47,福岡県福岡市早良区飯倉２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74105174/
74882476,トーカンマンション六本松,3700,28,地下鉄七隈線,六本松,2,3DK,74.74,福岡県福岡市中央区六本松４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74882476/
74659732,アンピール輝国,3780,11,地下鉄七隈線,六本松,13,3LDK,78.11,福岡県福岡市中央区輝国２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74659732/
74222755,アメックス博多ワンオーツープレミアム,3790,21,ＪＲ鹿児島本線,博多,13,2LDK,52.91,福岡県福岡市博多区住吉５-1-15,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74222755/
74493316,エクレール平尾　中古マンション,3790,28,西鉄天神大牟田線,薬院,9,4LDK,83.35,福岡県福岡市中央区平尾１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74493316/
74787934,ライオンズマンション赤坂,3799,45,地下鉄七隈線,薬院大通,12,3LDK,78.98,福岡県福岡市中央区赤坂２-1-8,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74787934/
73719593,アルファライフ博多,3890,13,ＪＲ鹿児島本線,博多,11,3LDK,67.71,福岡県福岡市博多区住吉５,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_73719593/
